"_time",host,"database_name",command,"head_blocker","open_transactions",WaitType,"wait_time_s","session_id","query_text"
"2025-11-30T17:35:54.000+0800",CIAMSTBCAPDB01,"cust_db",SELECT," ",1,"e_waitPipeNewRow","35.96",755,"(@P1 datetime)SELECT """"Tbl1006"""".""""arrangement_identifier"""" """"Col1056"""",""""Tbl1006"""".""""web_account_login_name"""" """"Col1057"""" FROM """"cust_db"""".""""dbo"""".""""arrangement_on_web"""" """"Tbl1006"""" WITH (NOLOCK) WHERE """"Tbl1006"""".""""updated_on"""">@P1 ORDER BY """"Col1056"""" ASC"
"2025-11-30T17:35:54.000+0800",CIAMSTBCAPDB01,"cust_db",SELECT," ",1,"e_waitPipeNewRow","35.96",755,"(@P1 datetime)SELECT """"Tbl1006"""".""""arrangement_identifier"""" """"Col1056"""",""""Tbl1006"""".""""web_account_login_name"""" """"Col1057"""" FROM """"cust_db"""".""""dbo"""".""""arrangement_on_web"""" """"Tbl1006"""" WITH (NOLOCK) WHERE """"Tbl1006"""".""""updated_on"""">@P1 ORDER BY """"Col1056"""" ASC"
"2025-11-30T17:35:54.000+0800",CIAMSTBCAPDB01,"cust_db",SELECT," ",1,"e_waitPipeNewRow","35.96",755,"(@P1 datetime)SELECT """"Tbl1006"""".""""arrangement_identifier"""" """"Col1056"""",""""Tbl1006"""".""""web_account_login_name"""" """"Col1057"""" FROM """"cust_db"""".""""dbo"""".""""arrangement_on_web"""" """"Tbl1006"""" WITH (NOLOCK) WHERE """"Tbl1006"""".""""updated_on"""">@P1 ORDER BY """"Col1056"""" ASC"
"2025-11-30T17:35:54.000+0800",CIAMSTBCAPDB01,"cust_db",SELECT," ",1,"e_waitPipeNewRow","35.96",755,"(@P1 datetime)SELECT """"Tbl1006"""".""""arrangement_identifier"""" """"Col1056"""",""""Tbl1006"""".""""web_account_login_name"""" """"Col1057"""" FROM """"cust_db"""".""""dbo"""".""""arrangement_on_web"""" """"Tbl1006"""" WITH (NOLOCK) WHERE """"Tbl1006"""".""""updated_on"""">@P1 ORDER BY """"Col1056"""" ASC"
"2025-11-30T17:35:54.000+0800",CIAMSTBCAPDB01,"cust_db",SELECT," ",1,"e_waitPipeNewRow","35.96",755,"(@P1 datetime)SELECT """"Tbl1006"""".""""arrangement_identifier"""" """"Col1056"""",""""Tbl1006"""".""""web_account_login_name"""" """"Col1057"""" FROM """"cust_db"""".""""dbo"""".""""arrangement_on_web"""" """"Tbl1006"""" WITH (NOLOCK) WHERE """"Tbl1006"""".""""updated_on"""">@P1 ORDER BY """"Col1056"""" ASC"
"2025-11-30T17:35:54.000+0800",CIAMSTBCAPDB01,"cust_db",SELECT," ",1,"e_waitPipeNewRow","35.96",755,"(@P1 datetime)SELECT """"Tbl1006"""".""""arrangement_identifier"""" """"Col1056"""",""""Tbl1006"""".""""web_account_login_name"""" """"Col1057"""" FROM """"cust_db"""".""""dbo"""".""""arrangement_on_web"""" """"Tbl1006"""" WITH (NOLOCK) WHERE """"Tbl1006"""".""""updated_on"""">@P1 ORDER BY """"Col1056"""" ASC"
"2025-11-30T17:35:54.000+0800",CIAMSTBCAPDB01,"cust_db",SELECT," ",1,"e_waitPipeNewRow","35.96",755,"(@P1 datetime)SELECT """"Tbl1006"""".""""arrangement_identifier"""" """"Col1056"""",""""Tbl1006"""".""""web_account_login_name"""" """"Col1057"""" FROM """"cust_db"""".""""dbo"""".""""arrangement_on_web"""" """"Tbl1006"""" WITH (NOLOCK) WHERE """"Tbl1006"""".""""updated_on"""">@P1 ORDER BY """"Col1056"""" ASC"
"2025-11-30T17:35:54.000+0800",CIAMSTBCAPDB01,"cust_db",SELECT," ",1,"e_waitPipeNewRow","35.96",755,"(@P1 datetime)SELECT """"Tbl1006"""".""""arrangement_identifier"""" """"Col1056"""",""""Tbl1006"""".""""web_account_login_name"""" """"Col1057"""" FROM """"cust_db"""".""""dbo"""".""""arrangement_on_web"""" """"Tbl1006"""" WITH (NOLOCK) WHERE """"Tbl1006"""".""""updated_on"""">@P1 ORDER BY """"Col1056"""" ASC"
"2025-11-30T13:18:54.000+0800",CIAMSTBCAPDB01,"cap_db",DELETE," ",2,"e_waitPortOpen","44.78",763,"CREATE PROCEDURE [dbo].[hsp_capdi_capdb] (@EmsConsolevarchar(40) = '',@Mode varchar(10) = '',--EOD@StartAtint = 0--  0, 100, 200, 300, 400, or 500)ASDECLARE @ActivityLogLevelcode,@AlertGroupCategoryCodecode,@EventMessagenvarchar(max),@TransactionLogIdidentifier,@ApplicationNamevarchar(50),@Sourcenvarchar(100),@CreatedOndatetime,@CreatedByvarchar(255),@JccStatusINT,@BusinessDateDATETIME,@CommentStringVARCHAR(4000),-- shell command string@SqlCommandVARCHAR(4000),@BackupFolderVARCHAR(80),@InstanceCapsrvVARCHAR(80),@CutOffDateForPurgeVARCHAR(80),@TypeCHAR(2),@DbNameVARCHAR(80),@TblNameVARCHAR(80),@FldNameVARCHAR(80),@RowCountINT,@Result INT,-- result return from shell command@RetentionDateINT,@NoOfDayRetentionINT,@NoOfMonthRetentionINT,@NoOfMonthRetentionLogINT--    Rule or Field Level Validation Blockrule_bk:----------------------------------------------------------------------------------------------------    Local Table Validation Block--------------------------------------------------------------------------------------------------    SET NOCOUNT ONCREATE TABLE #shell_return (shell_log varchar(1024));CREATE TABLE #table_purge (dbname varchar(80), tblname varchar(80), fldname varchar(80), type char(2));SELECT@JccStatus = 0,@ActivityLogLevel='Information',@AlertGroupCategoryCode= 'CAPData',@ApplicationName = 'hsp_capdi_capdb',@Source = @@SERVERNAME, @CreatedBy= @@SERVICENAME;SELECT@BusinessDate = MIN(business_date) FROM business_date_control WHERE status IS NULL or status = 0;IF  @BusinessDate IS NULLSELECT @BusinessDate = MAX(business_date) FROM business_date_control ;IF @BusinessDate IS NULLSELECT@BusinessDate = DATEADD(DD, -1, business_date) from business_date ;SELECT @NoOfDayRetention =  value_int FROM  control_setting WHERE  parameter_key = 2101;SELECT @NoOfMonthRetention =  value_int FROM  control_setting WHERE  parameter_key = 2102;SELECT @NoOfMonthRetentionLog =  value_int FROM  control_setting WHERE  parameter_key = 2103;SELECT @InstanceCapsrv =  value_char FROM  control_setting WHERE  parameter_key = 8101;SELECT @BackupFolder =  value_char FROM  control_setting WHERE  parameter_key = 8201;SELECT@CutOffDateForPurge='1-JUL-2047'---- ** Log System Event ** ----SELECT @EventMessage = '> Start Housekeeping for CUSTDB';EXEC  ins_system_event @ActivityLogLevel, @AlertGroupCategoryCode, @EventMessage, NULL, @ApplicationName, @Source, NULL, @CreatedBy;----------------------------------------------------------------------------------------------------    Find the cutoff ID for housekeeping--------------------------------------------------------------------------------------------------IF @Mode <> 'EOD' GOTO exit_bk;----------------------------------------------------------------------------------------------------    Normal Work in CAPDB--------------------------------------------------------------------------------------------------step_100_normal_task_in_capdb:--EXEC cap_db.dbo.ins_account_login_statistics--EXEC cap_db.dbo.upd_wrk_account_status_ct----------------------------------------------------------------------------------------------------    Housekeeping purge Data--------------------------------------------------------------------------------------------------step_200_purge_data:--Aware of the position in sequenceINSERT INTO #table_purge VALUES ('cap_db', 'task', '', 'S1')INSERT INTO #table_purge VALUES ('cap_db', 'transaction_log', '', 'S2')INSERT INTO #table_purge VALUES ('cap_db', 'exception_log', '', 'S3')INSERT INTO #table_purge VALUES ('cap_db', 'out_of_sync_data_element', '', 'S4')INSERT INTO #table_purge VALUES ('cap_db', 'inconsist_profile_element', '', 'S6')INSERT INTO #table_purge VALUES ('cap_db', 'account_login_statistic', 'analysis_date', 'M1')INSERT INTO #table_purge VALUES ('cap_db', 'out_of_sync_data_conflict', 'analysis_date', 'M1')INSERT INTO #table_purge VALUES ('cap_db', 'system_event_log', 'created_on', 'D1')INSERT INTO #table_purge VALUES ('cap_db', 'inconsist_profile', 'analysis_date', 'M1')INSERT INTO #table_purge VALUES ('cap_db', 'user_activity_log', '', 'S5')INSERT INTO #table_purge VALUES ('cap_db', 'tib_cdc_exception', 'ADB_ERROR_TIME', 'D1')INSERT INTO #table_purge VALUES ('cap_db', 'file_transfer_status', 'last_update_timestamp', 'L1')DECLARE purge_data_cur CURSOR FOR SELECT dbname, tblname, fldname, type FROM #table_purge;OPEN purge_data_cur;FETCH NEXT FROM purge_data_cur INTO @DbName, @TblName, @FldName, @Type;WHILE @@FETCH_STATUS = 0BEGINSELECT @Type, @DbName, @TblName, @FldName;IF@Type IN ('S1', 'S2', 'S3','S4','S5', 'S6')   BEGIN   IF @Type = 'S1'   BEGIN   DELETEtkFROM  tasktk   WHERE user_activity_log_identifier IN    (SELECT  user_activity_log_identifier FROM  user_activity_log    WHERE  action_time<DATEADD(MM, -@NoOfMonthRetention, @BusinessDate) )   END   IF @Type = 'S2'   BEGIN   DELETEtkFROM transaction_log tk   WHERE transaction_log_identifier IN    (SELECT  transaction_log_id FROM  user_activity_log   WHERE  action_time<DATEADD(DD, -@NoOfDayRetention, @BusinessDate) );-- Begin added by Ivan KC Lou (1 Feb 2012) for removing IBT Transaction logs which have no associationDELETE tk FROM transaction_log tkWHERE tk.source = 'CAP Transaction' ANDcreated_dt < DATEADD(DD, -@NoOfDayRetention, @BusinessDate);-- End added by Ivan KC Lou (1 Feb 2012) for removing IBT Transaction logs which have no associationDELETEtkFROM  transaction_log tkWHERE-- Begin added by Ivan KC Lou (1 Feb 2012) for keeping IBT Transaction logs which have no associationtk.source <> 'CAP Transaction' AND-- End added by Ivan KC Lou (1 Feb 2012) for keeping IBT Transaction logs which have no associationNOT EXISTS (SELECT 1 FROM  user_activity_log ulWHERE tk.transaction_log_identifier = ul.transaction_log_id)AND NOT EXISTS (SELECT 1 FROM  system_event_log  slWHERE tk.transaction_log_identifier = sl.transaction_log_id);   END   IF @Type = 'S3'   BEGINDELETE elFROM  exception_logelWHEREsystem_event_log_identitifier IN(SELECT  system_event_log_identitifier FROM  system_event_log slWHEREcreated_on <DATEADD(DD, -@NoOfDayRetention, @BusinessDate))   DELETE elFROM exception_log el   WHERE NOT EXISTS (SELECT 1 FROM  system_event_log sl   WHERE  el.system_event_log_identitifier = sl.system_event_log_identitifier )END   IF @Type = 'S4'   BEGINDELETEoeFROMout_of_sync_data_elementoeWHEREout_sync_data_conflict_identifier IN(SELECT out_sync_data_conflict_identifier FROMout_of_sync_data_conflict ocWHERE analysis_date<DATEADD (MM, -@NoOfMonthRetention, @BusinessDate) )END   IF @Type = 'S5'   BEGINDELETEuaFROM user_activity_log uaWHERE NOT EXISTS (SELECT 1 FROM  audit_entity aeWHERE  ua.user_activity_log_identifier = ae.user_activity_log_identifier)   AND  action_time<DATEADD(MM, -@NoOfMonthRetention, @BusinessDate) END   IF @Type = 'S6'   BEGINDELETE elFROM  inconsist_profile_elementelWHEREinconsist_profile_identifier IN(SELECT inconsist_profile_identifier FROM  inconsist_profile sl   WHERE  analysis_date<DATEADD(MM, -@NoOfMonthRetention, @BusinessDate) )   DELETE elFROM inconsist_profile_element el   WHERE NOT EXISTS (SELECT 1 FROM  inconsist_profile sl   WHERE  el.inconsist_profile_identifier = sl.inconsist_profile_identifier )ENDENDELSEBEGINIF@Type = 'D1'SELECT @CutOffDateForPurge = CONVERT(VARCHAR(15), DATEADD(DD, -@NoOfDayRetention, @BusinessDate), 106);IF@Type = 'M1'SELECT @CutOffDateForPurge = CONVERT(VARCHAR(15), DATEADD(MM, -@NoOfMonthRetention, @BusinessDate), 106);IF@Type = 'L1'SELECT @CutOffDateForPurge = CONVERT(VARCHAR(15), DATEADD(MM, -@NoOfMonthRetentionLog, @BusinessDate), 106);SELECT @SqlCommand = CONCAT('DELETE ' , @DbName , '..'  , @TblName , ' WHERE ' , @FldName , ' < ' , '''' , @CutOffDateForPurge , '''');SELECT @SqlCommandEXEC (@SqlCommand) ;ENDSELECT @JccStatus = @@ERROR, @RowCount = @@ROWCOUNT;IF (@JccStatus <> 0)BEGINSELECT@EventMessage = CONCAT('$ Erroring in purging ' , @TblName), @ActivityLogLevel = 'Error';EXEC  ins_system_event @ActivityLogLevel, @AlertGroupCategoryCode, @EventMessage, NULL, @ApplicationName, @Source, NULL, @CreatedBy;GOTO exit_bkENDSELECT @EventMessage = CONCAT('& Number of records for ' , @DbName , '..' , @TblName , ' deletion : ' , CONVERT(VARCHAR(20), @RowCount));EXEC  ins_system_event @ActivityLogLevel, @AlertGroupCategoryCode, @EventMessage, NULL, @ApplicationName, @Source, NULL, @CreatedBy;FETCH NEXT FROM purge_data_cur INTO @DbName, @TblName, @FldName, @TypeENDCLOSE purge_data_cur;DEALLOCATE purge_data_cur;IF @Mode <> 'EOD' GOTO exit_bk;----------------------------------------------------------------------------------------------------    Purge Logger Content--------------------------------------------------------------------------------------------------step_300_truncate_data:TRUNCATE TABLE #table_purge;--INSERT INTO #table_purge VALUES ('eda_ab1_db', 'bt_temp_tran', '', '')DECLARE purge_lg_cur CURSOR FOR SELECT dbname, tblname, fldname, type FROM #table_purgeOPEN purge_lg_curFETCH NEXT FROM purge_lg_cur INTO @DbName, @TblName, @FldName, @TypeWHILE @@FETCH_STATUS = 0BEGINSELECT @SqlCommand = CONCAT('TRUNCATE TABLE ' , @DbName , '..'  , @TblName) ;EXEC (@SqlCommand)SELECT @JccStatus = @@ERROR, @RowCount = @@ROWCOUNTIF (@JccStatus <> 0)BEGINSELECT@EventMessage = CONCAT('$ Erroring in truncating table ' , @TblName), @ActivityLogLevel = 'Error';EXEC  ins_system_event @ActivityLogLevel, @AlertGroupCategoryCode, @EventMessage, NULL, @ApplicationName, @Source, NULL, @CreatedBy;GOTO exit_bkENDSELECT @EventMessage = CONCAT('& Number of records for ' , @DbName , '..' , @TblName , ' truncated : ' , CONVERT(VARCHAR(20), @RowCount));EXEC  ins_system_event @ActivityLogLevel, @AlertGroupCategoryCode, @EventMessage, NULL, @ApplicationName, @Source, NULL, @CreatedBy;FETCH NEXT FROM purge_lg_cur INTO @DbName, @TblName, @FldName, @TypeENDCLOSE purge_lg_cur;DEALLOCATE purge_lg_cur;DROP TABLE #table_purge;IF @Mode <> 'EOD' GOTO exit_bk;----------------------------------------------------------------------------------------------------    Posting Data--------------------------------------------------------------------------------------------------step_400_posting_data:----------------------------------------------------------------------------------------------------    Perform Database Backup--------------------------------------------------------------------------------------------------step_800_backup_db:----------------------------------------------------------------------------------------------------    Update business_date_control--------------------------------------------------------------------------------------------------update_business_date_control:UPDATE business_date_control SEThsp_for_capdb_process_time = dbo.udf_getdate(),app_timestamp = dbo.udf_getdate(),last_update_timestamp = dbo.udf_getdate(),status = 1WHERE business_date = @BusinessDate;SELECT @EventMessage = CONCAT('& Update business_date_control for  ' , CONVERT(VARCHAR(15), @BusinessDate, 106))  ;EXEC  ins_system_event @ActivityLogLevel, @AlertGroupCategoryCode, @EventMessage, NULL, @ApplicationName, @Source, NULL, @CreatedBy;----------------------------------------------------------------------------------------------------    Completion Task--------------------------------------------------------------------------------------------------program_complete:SELECT @EventMessage = CONCAT('< Complete for ' , convert(varchar(12), @BusinessDate, 103)) ;GOTO exit_bk----------------------------------------------------------------------------------------------------    Exit Block for both normal run and failure case--------------------------------------------------------------------------------------------------exit_bk:EXEC  ins_system_event @ActivityLogLevel, @AlertGroupCategoryCode, @EventMessage, NULL, @ApplicationName, @Source, NULL, @CreatedBy;----IF @JccStatus <> 0--BEGIN--    SELECT @CommentString = 'CAWTO -n ' + @EmsConsole + ' ' + @EventMessage--          EXEC   @Result     = master..xp_cmdshell @CommentString, no_output--END-- IF @JccStatus = 99 BEGINRAISERROR (50001, 16, 1, @EventMessage) ;END--exit with MS SQL Server errorIF @JccStatus = -98BEGINRAISERROR (50001, 16, 1,  'MS SQL Server error, please contact your system administrator.') ;END--SELECT @CommentString = 'echo ' + CONVERT(VARCHAR(10), @JccStatus) + ' > ' --+ 'X:\log\eod\sp_' + @program_id + '_' + @Mode + '.log'--EXEC @Result = master..xp_cmdshell @CommentString, no_output----IF @Result <> 0 --BEGIN--SELECT @JccStatus = 99--SELECT @EventMessage = 'Error in creating the return_status'--select @EventMessage--END--normal exit (Return message (SELECT @EventMessage) or result set only)--For error case, EMS assumed to receive the return code >=2 --IF (SELECT @JccStatus ) < 0--SET @JccStatus = @JccStatus* -1--SELECTCONCAT('DIBatchStatus=' , CONVERT(VARCHAR(12), @JccStatus)) 'JccStatus';RETURN (@JccStatus) ;"
"2025-11-30T12:22:29.000+0800",PENOTE01A,gamificationdb,"DBCC TABLE CHECK"," ",1,"e_waitPortOpen","62.78",126,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0xC0706F3386030000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 5)"
