"_time",host,"database_name",command,"head_blocker","open_transactions",WaitType,"wait_time_s","session_id","query_text"
"2025-12-31T06:15:54.000+0800",CIAMSTBCAPDB01,"cap_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","483.45",764,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x20C3DB8CB9010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T06:14:55.000+0800",CIAMSTBCAPDB01,"cap_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","424.36",764,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x20C3DB8CB9010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T06:13:55.000+0800",CIAMSTBCAPDB01,"cap_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","364.08",764,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x20C3DB8CB9010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T06:12:54.000+0800",CIAMSTBCAPDB01,"cap_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","303.16",764,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x20C3DB8CB9010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T06:11:54.000+0800",CIAMSTBCAPDB01,"cap_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","243.67",764,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x20C3DB8CB9010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T06:10:54.000+0800",CIAMSTBCAPDB01,"cap_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","182.89",764,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x20C3DB8CB9010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T06:09:55.000+0800",CIAMSTBCAPDB01,"cap_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","124.69",764,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x20C3DB8CB9010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T06:08:54.000+0800",CIAMSTBCAPDB01,"cap_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","63.60",764,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x20C3DB8CB9010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T06:07:42.000+0800",CIAMSTBCAPDB01,"cap_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","126.47",764,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x4003B46DAC010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T06:06:54.000+0800",CIAMSTBCAPDB01,"cap_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","78.44",764,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x4003B46DAC010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T05:47:58.000+0800",CIAMSTBIDDB02,"am_audit","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","45.50",214,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0xE02D801CD8010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T05:46:58.000+0800",CIAMSTBIDDB02,"am_audit","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","59.54",214,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x50230A8DD6010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
"2025-12-31T05:04:50.000+0800",CIAMSTBCAPDB01,"cust_db","DBCC TABLE CHECK"," ",1,"e_waitPortOpen","54.48",822,"DECLARE @BlobEater VARBINARY(8000) SELECT @BlobEater = CheckIndex (ROWSET_COLUMN_FACT_BLOB) FROM { IRowset 0x50808862D7010000 } GROUP BY ROWSET_COLUMN_FACT_KEY >> WITH ORDER BY ROWSET_COLUMN_FACT_KEY, ROWSET_COLUMN_SLOT_ID, ROWSET_COLUMN_COMBINED_ID, ROWSET_COLUMN_FACT_BLOB OPTION (ORDER GROUP, MAXDOP 10)"
